,occu,raw,proc,compr,crop,cal,flush,pack,start,end,type
15,560.0,0,0,0.0,560,0,0,0,2022-03-03 03:00:00,2022-03-03 03:05:00,<class 'TMclass.CROP'>
16,680.0,0,680,0.0,0,0,0,0,2022-03-03 03:05:00,2022-03-03 06:25:00,<class 'TMclass.PROC'>
17,0.0,0,0,23.1608,0,0,0,0,2022-03-03 06:25:00,2022-03-03 06:30:00,<class 'TMclass.COMPR'>
18,3744.0,3744,0,0.0,0,0,0,0,2022-03-03 04:00:00,2022-03-03 04:55:00,<class 'TMclass.RAW'>
19,1944.0,0,0,0.0,0,0,0,1944,2022-03-03 04:55:00,2022-03-03 05:04:00,<class 'TMclass.PACK'>
20,0.0,0,0,685.7772480000001,0,0,0,0,2022-03-03 05:04:00,2022-03-03 05:13:00,<class 'TMclass.COMPR'>
21,6656.0,6656,0,0.0,0,0,0,0,2022-03-03 06:00:00,2022-03-06 06:00:00,<class 'TMclass.RAW'>
22,7552.0,0,7552,0.0,0,0,0,0,2022-03-06 06:00:00,2022-03-06 16:40:00,<class 'TMclass.PROC'>
23,0.0,0,0,262.85824,0,0,0,0,2022-03-06 16:40:00,2022-03-06 16:56:00,<class 'TMclass.COMPR'>
24,37440.0,37440,0,0.0,0,0,0,0,2022-03-07 05:30:00,2022-03-07 07:00:00,<class 'TMclass.RAW'>
25,19440.0,0,0,0.0,0,0,0,19440,2022-03-07 07:00:00,2022-03-07 08:30:00,<class 'TMclass.PACK'>
26,0.0,0,0,6857.7724800000005,0,0,0,0,2022-03-07 08:30:00,2022-03-07 10:00:00,<class 'TMclass.COMPR'>
27,37440.0,37440,0,0.0,0,0,0,0,2022-03-07 08:30:00,2022-03-07 10:00:00,<class 'TMclass.RAW'>
28,19440.0,0,0,0.0,0,0,0,19440,2022-03-07 10:00:00,2022-03-07 11:30:00,<class 'TMclass.PACK'>
29,0.0,0,0,6857.7724800000005,0,0,0,0,2022-03-07 11:30:00,2022-03-07 13:00:00,<class 'TMclass.COMPR'>
30,10400.0,10400,0,0.0,0,0,0,0,2022-03-07 11:30:00,2022-03-07 14:25:00,<class 'TMclass.RAW'>
31,5400.0,0,0,0.0,0,0,0,5400,2022-03-07 14:25:00,2022-03-07 14:50:00,<class 'TMclass.PACK'>
32,0.0,0,0,1904.9368000000002,0,0,0,0,2022-03-07 14:50:00,2022-03-07 15:15:00,<class 'TMclass.COMPR'>
33,14976.0,14976,0,0.0,0,0,0,0,2022-03-07 16:00:00,2022-03-07 19:00:00,<class 'TMclass.RAW'>
34,7776.0,0,0,0.0,0,0,0,7776,2022-03-07 19:00:00,2022-03-07 19:36:00,<class 'TMclass.PACK'>
35,0.0,0,0,2743.1089920000004,0,0,0,0,2022-03-07 19:36:00,2022-03-07 20:12:00,<class 'TMclass.COMPR'>
36,37440.0,37440,0,0.0,0,0,0,0,2022-03-08 00:00:00,2022-03-08 01:30:00,<class 'TMclass.RAW'>
37,19440.0,0,0,0.0,0,0,0,19440,2022-03-08 01:30:00,2022-03-08 03:00:00,<class 'TMclass.PACK'>
38,0.0,0,0,6857.7724800000005,0,0,0,0,2022-03-08 03:00:00,2022-03-08 04:30:00,<class 'TMclass.COMPR'>
39,2240.0,2240,0,0.0,0,0,0,0,2022-03-08 04:00:00,2022-03-08 10:00:00,<class 'TMclass.RAW'>
40,960.0,0,0,0.0,960,0,0,0,2022-03-08 10:00:00,2022-03-08 10:20:00,<class 'TMclass.CROP'>
41,640.0,0,0,0.0,0,0,0,640,2022-03-08 10:20:00,2022-03-08 10:40:00,<class 'TMclass.PACK'>
42,0.0,0,0,161.456,0,0,0,0,2022-03-08 10:40:00,2022-03-08 11:00:00,<class 'TMclass.COMPR'>
43,8320.0,8320,0,0.0,0,0,0,0,2022-03-08 12:00:00,2022-03-10 12:00:00,<class 'TMclass.RAW'>
44,4320.0,0,0,0.0,0,0,0,4320,2022-03-10 12:00:00,2022-03-10 12:20:00,<class 'TMclass.PACK'>
45,0.0,0,0,1523.94944,0,0,0,0,2022-03-10 12:20:00,2022-03-10 12:40:00,<class 'TMclass.COMPR'>
46,-249744.0,-160600,-8776,-27897.0936,-1968,0,0,-78400,2022-03-10 12:40:00,2022-03-10 13:40:00,<function PHI_MEMORY.format_partition at 0x7f5a37518160>
47,37440.0,37440,0,0.0,0,0,0,0,2022-03-17 00:00:00,2022-03-17 01:30:00,<class 'TMclass.RAW'>
48,19440.0,0,0,0.0,0,0,0,19440,2022-03-17 01:30:00,2022-03-17 03:00:00,<class 'TMclass.PACK'>
49,0.0,0,0,6857.7724800000005,0,0,0,0,2022-03-17 03:00:00,2022-03-17 04:30:00,<class 'TMclass.COMPR'>
50,3744.0,3744,0,0.0,0,0,0,0,2022-03-17 06:00:00,2022-03-17 06:55:00,<class 'TMclass.RAW'>
51,1944.0,0,0,0.0,0,0,0,1944,2022-03-17 06:55:00,2022-03-17 07:04:00,<class 'TMclass.PACK'>
52,0.0,0,0,685.7772480000001,0,0,0,0,2022-03-17 07:04:00,2022-03-17 07:13:00,<class 'TMclass.COMPR'>
53,17664.0,17664,0,0.0,0,0,0,0,2022-03-17 00:00:00,2022-03-29 00:00:00,<class 'TMclass.RAW'>
54,15360.0,0,0,0.0,15360,0,0,0,2022-03-29 00:00:00,2022-03-29 00:48:00,<class 'TMclass.CROP'>
55,17664.0,0,17664,0.0,0,0,0,0,2022-03-29 00:48:00,2022-03-30 08:48:00,<class 'TMclass.PROC'>
56,0.0,0,0,611.62752,0,0,0,0,2022-03-30 08:48:00,2022-03-30 09:36:00,<class 'TMclass.COMPR'>
57,37440.0,37440,0,0.0,0,0,0,0,2022-03-26 00:00:00,2022-03-26 01:30:00,<class 'TMclass.RAW'>
58,19440.0,0,0,0.0,0,0,0,19440,2022-03-26 01:30:00,2022-03-26 03:00:00,<class 'TMclass.PACK'>
59,19440.0,0,0,0.0,0,0,0,19440,2022-03-26 01:30:00,2022-03-26 03:00:00,<class 'TMclass.PACK'>
60,75168.0,75168,0,0.0,0,0,0,0,2022-04-05 00:00:00,2022-07-01 00:00:00,<class 'TMclass.RAW'>
61,38976.0,0,0,0.0,38976,0,0,0,2022-07-01 00:00:00,2022-07-01 05:48:00,<class 'TMclass.CROP'>
62,44544.0,0,44544,0.0,0,0,0,0,2022-07-01 05:48:00,2022-07-10 21:48:00,<class 'TMclass.PROC'>
63,0.0,0,0,1064.635008,0,0,0,0,2022-07-10 21:48:00,2022-07-11 03:36:00,<class 'TMclass.COMPR'>
0,0.0,0,0,0.0,0,0,0,0,2022-01-19 23:00:00,2022-01-19 23:00:00,<class 'TMclass.PHI_MEMORY'>
1,115200.0,115200,0,0.0,0,0,0,0,2022-01-22 00:00:00,2022-01-24 00:00:00,<class 'TMclass.RAW'>
2,69120.0,0,0,0.0,69120,0,0,0,2022-01-24 00:00:00,2022-01-26 00:00:00,<class 'TMclass.CROP'>
3,46080.0,0,0,0.0,0,0,0,46080,2022-01-26 00:00:00,2022-01-28 00:00:00,<class 'TMclass.PACK'>
4,0.0,0,0,7324.415999999999,0,0,0,0,2022-01-28 00:00:00,2022-01-30 00:00:00,<class 'TMclass.COMPR'>
5,-230400.0,-115200,0,-7324.415999999999,-69120,0,0,-46080,2022-01-31 00:00:00,2022-01-31 01:00:00,<function PHI_MEMORY.format_partition at 0x7f5a37518160>
6,0.0,0,0,0.0,0,0,0,0,2022-03-10 13:40:00,2022-03-10 14:40:00,<function PHI_MEMORY.format_partition at 0x7f5a37518160>
7,33696.0,33696,0,0.0,0,0,0,0,2022-03-30 00:00:00,2022-03-31 03:00:00,<class 'TMclass.RAW'>
8,38232.0,0,38232,0.0,0,0,0,0,2022-03-31 03:00:00,2022-04-02 09:00:00,<class 'TMclass.PROC'>
9,0.0,0,0,1330.7198400000002,0,0,0,0,2022-04-02 09:00:00,2022-04-02 10:21:00,<class 'TMclass.COMPR'>
10,77376.0,77376,0,0.0,0,0,0,0,2022-03-31 12:00:00,2022-04-04 09:00:00,<class 'TMclass.RAW'>
11,87792.0,0,87792,0.0,0,0,0,0,2022-04-04 09:00:00,2022-04-09 13:00:00,<class 'TMclass.PROC'>
12,0.0,0,0,3055.72704,0,0,0,0,2022-04-09 13:00:00,2022-04-09 16:06:00,<class 'TMclass.COMPR'>
